Source: USDA National Nutrient Database for Standard Reference 28 Software v.3.5.5.2 2016-11-29
"Nutrients: Protein (g); Carbohydrate, by difference (g); Total lipid (fat) (g)"
"Food Groups: Beef Products; Cereal Grains and Pasta; Dairy and Egg Products; Finfish and Shellfish Products; Fruits and Fruit Juices; Legumes and Legume Products; Nut and Seed Products; Pork Products; Poultry Products; Vegetables and Vegetable Products"
Food Subset:All Foods
Ordered by:Food Name
Measured by:100 g
Report Run at: 12-08-2016T20:57
NDB_NO,Description,"Protein"(g)Per 100 g,"Carbohydrate, by difference"(g)Per 100 g,"Total lipid (fat)"(g)Per 100 g,
13869,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",32.76,0.0,11.87,,
13868,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",20.7,0.0,11.54,,
13872,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",32.85,0.0,12.56,,
13871,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",20.71,0.0,12.15,,
13875,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",32.67,0.0,11.19,,
13874,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",20.68,0.0,10.93,,
13407,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",34.0,0.0,7.67,,
13410,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",33.08,0.0,9.03,,
13413,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised",34.93,0.0,6.3,,
23605,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",34.34,0.0,7.73,,
23622,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",34.22,0.0,9.02,,
23593,"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",34.46,0.0,6.43,,
13415,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",29.66,0.0,4.46,,
23330,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",23.27,0.0,3.44,,
13416,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",29.79,0.0,4.83,,
23331,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",23.26,0.0,3.74,,
13417,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",29.45,0.0,3.97,,
23332,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",23.28,0.0,3.0,,
13418,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",29.85,0.0,3.9,,
23360,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23.37,0.0,3.04,,
13419,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",29.94,0.0,4.26,,
23361,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",23.35,0.0,3.38,,
13420,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",29.52,0.0,3.43,,
23362,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",23.41,0.0,2.52,,
23334,"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",23.24,0.0,3.83,,
23351,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",29.66,0.0,4.47,,
23333,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",23.26,0.0,3.48,,
23352,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",29.79,0.0,4.83,,
23353,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",29.47,0.0,3.98,,
23335,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",23.3,0.0,2.95,,
23381,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",29.85,0.0,3.9,,
23363,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23.37,0.0,3.04,,
23382,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",29.94,0.0,4.26,,
23364,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",23.35,0.0,3.38,,
23383,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",29.52,0.0,3.43,,
23365,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",23.41,0.0,2.52,,
13878,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",28.31,0.0,9.65,,
13877,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",21.49,0.0,8.24,,
13880,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",28.48,0.0,10.05,,
13879,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",21.68,0.0,8.91,,
13882,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",28.13,0.0,9.26,,
13881,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",21.3,0.0,7.57,,
23598,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",29.73,0.0,4.71,,
23597,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",22.6,0.0,3.0,,
23620,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",29.87,0.0,5.3,,
23616,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",22.88,0.0,3.38,,
23591,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",29.59,0.0,4.11,,
23635,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",22.31,0.0,2.62,,
13865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",27.54,0.0,12.98,,
13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",20.56,0.0,11.92,,
13867,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",27.58,0.0,11.08,,
13866,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",20.56,0.0,10.68,,
13156,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",29.21,0.0,7.31,,
13158,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled",29.25,0.0,5.22,,
23062,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",27.12,0.0,6.78,,
23061,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",20.93,0.0,5.89,,
23046,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",26.88,0.0,8.13,,
23045,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",20.74,0.0,6.85,,
23048,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",26.61,0.0,5.32,,
23047,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",20.98,0.0,5.21,,
23032,"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw",21.96,0.0,3.24,,
23056,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",29.08,0.0,4.84,,
23055,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",21.69,0.0,4.0,,
23031,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",28.79,0.0,5.71,,
23030,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",21.41,0.0,4.66,,
23033,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",29.24,0.0,3.91,,
23064,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",27.52,0.0,7.1,,
23063,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",21.59,0.0,5.53,,
23050,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",27.22,0.0,8.3,,
23049,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",21.24,0.0,6.59,,
23052,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",28.01,0.0,5.17,,
23051,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, raw",22.15,0.0,3.83,,
13421,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",26.79,0.0,8.21,,
13486,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",20.48,0.0,7.01,,
13422,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",27.01,0.0,8.9,,
13487,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",20.16,0.0,7.73,,
13423,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",26.57,0.0,7.53,,
13488,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw",20.8,0.0,6.28,,
13884,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",27.45,0.0,11.34,,
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",27.27,0.0,12.34,,
13888,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",27.63,0.0,10.24,,
13424,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",27.53,0.0,6.2,,
23651,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, raw",21.07,0.0,3.95,,
13425,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",27.68,0.0,6.42,,
23652,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, raw",20.76,0.0,4.55,,
13426,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",27.37,0.0,4.38,,
23653,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, raw",21.38,0.0,3.35,,
13883,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",19.6,0.0,11.67,,
13885,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",19.48,0.0,12.83,,
13887,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw",19.74,0.0,10.39,,
23348,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",29.9,0.0,4.49,,
23327,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",23.45,0.0,3.5,,
23349,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",30.08,0.0,4.79,,
23328,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",23.46,0.0,3.81,,
23350,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",30.97,0.0,3.72,,
23329,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",23.44,0.0,3.04,,
23378,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",30.09,0.0,3.77,,
23357,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23.59,0.0,2.94,,
23379,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",30.24,0.06,4.11,,
23358,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",23.59,0.0,3.26,,
23380,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",29.81,0.0,3.37,,
23359,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",23.59,0.0,2.45,,
13959,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",29.96,0.0,4.28,,
23324,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",23.49,0.0,3.34,,
13968,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",30.12,0.0,4.62,,
23325,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",23.49,0.0,3.66,,
13969,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",29.7,0.0,3.85,,
23326,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",23.49,0.0,2.85,,
13491,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",30.09,0.0,3.77,,
23354,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23.59,0.0,2.94,,
13492,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",30.24,0.0,4.11,,
23355,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",23.59,0.0,3.26,,
13493,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",29.81,0.0,3.37,,
23356,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",23.59,0.0,2.45,,
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",30.67,0.0,9.0,,
13428,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",35.62,0.0,6.31,,
13430,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",35.62,0.0,7.09,,
13432,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",35.62,0.0,5.33,,
13892,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",34.34,0.0,10.13,,
13895,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",34.09,0.0,11.61,,
13897,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",32.99,0.0,13.83,,
13901,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",22.24,0.0,8.67,,
13899,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",34.6,0.0,8.54,,
13436,"Beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, braised",36.12,0.0,5.8,,
13438,"Beef, round, top round, separable lean only, trimmed to 0"" fat, select, cooked, braised",36.12,0.0,4.0,,
13890,"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried",33.93,2.03,8.33,,
13891,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",22.06,0.0,7.93,,
13896,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",30.7,0.0,10.27,,
13894,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",21.94,0.0,8.19,,
13902,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",31.27,0.0,10.1,,
13900,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",30.63,0.0,7.73,,
13898,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",22.18,0.0,7.68,,
23608,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",31.82,0.0,5.45,,
23609,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",22.91,0.0,4.09,,
23621,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",32.04,0.0,6.25,,
23617,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",22.69,0.0,4.78,,
23592,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",31.61,0.0,4.65,,
23636,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, raw",23.13,0.0,3.37,,
13342,"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw",16.5,0.0,27.0,,
13228,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",33.68,0.0,6.36,,
13227,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",21.75,0.0,3.85,,
13459,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",23.96,0.0,19.27,,
13460,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",23.61,0.0,20.15,,
13463,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",24.47,0.0,17.98,,
23002,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",25.4,0.0,18.57,,
23001,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",20.49,0.0,14.06,,
13906,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",24.85,0.0,19.78,,
13905,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",20.36,0.0,14.58,,
23004,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",26.21,0.0,16.75,,
